59,8756208,sin(x)^2*y' + cos(x) = 0,add mul pow sin x 2 y' cos x,c + 1/sin(x),add c pow sin x -1
60,1428610,x*y' + 14*x - 2*y = 0,add add mul -2 y mul 14 x mul x y',x*(c*x + 15) - x,add mul -1 x mul x add 15 mul c x
61,8009052,5*x*y' + 5*y*ln(11 - 5*y) - 5*y*ln(5) - 11*ln(11 - 5*y) + 11*ln(5) = 0,add add add add mul -11 log add 11 mul -5 y mul 11 log 5 mul mul -5 y log 5 mul mul 5 x y' mul mul 5 y log add 11 mul -5 y,11/5 - 5^(c/x),sub div 11 5 pow 5 div c x
62,5828144,2*x^3 + 3*x^2 - x*y' + y - 1 = 0,add add add add -1 mul 2 pow x 3 mul 3 pow x 2 mul mul -1 x y' y,x*(c + x*(x + 3)) + 1,add 1 mul x add c mul x add 3 x
63,9505482,x*y' - y + 5*y' - 5 = 0,add add sub -5 y mul 5 y' mul x y',-5 - (x + 5)*(c*x - x)/(3*x),add -5 mul mul div div -1 3 x add 5 x add mul -1 x mul c x
64,394294345,5*x*y' + 6*x + 5*y - 3 - sin(5) = 0,add add add sub -3 sin 5 mul 5 y mul 6 x mul mul 5 x y',c/x - 3*x/5 + sin(5)/5 + 3/5,add add add div 3 5 mul div -3 5 x mul div 1 5 sin 5 div c x
65,702871,-x + y' - 2 = 0,add sub -2 x y',c + x*(x/2 + 2),add c mul x add 2 mul div 1 2 x
66,2269468,x*y' + y = 0,add mul x y' y,5/(4*(c*x - x)),div div 5 4 add mul -1 x mul c x
67,5257698,e^(2*x)*y' - 2 = 0,add -2 mul y' exp mul 2 x,c - e^(-2*x),sub c exp mul -2 x
68,142488854,x*y' + 6*x - 4*y = 0,add add mul -4 y mul 6 x mul x y',x*(c*x - x/2)^3 + 2*x,add mul 2 x mul x pow add mul div -1 2 x mul c x 3
69,400696497,-5120*x^4 + e^(y)*y' = 0,add mul -5120 pow x 4 mul y' exp y,ln(c + 1024*x^5),log add c mul 1024 pow x 5
70,1031776,-8*x^7 + y' - 1 = 0,add add -1 mul -8 pow x 7 y',c + x^8 + x,add add c x pow x 8
71,350586360,4*x + y' + 8 = 0,add add 8 mul 4 x y',c - 2*x^2 - 8*x,add add c mul -8 x mul -2 pow x 2
72,8221695,x*y' - y*ln(y) - y*cos(4) = 0,add add mul x y' mul mul -1 cos 4 y mul mul -1 y log y,e^(c*x - cos(4)),exp add mul -1 cos 4 mul c x
73,9299011,x*y' + y*ln(-y) - y*ln(5) = 0,add add mul x y' mul y log mul -1 y mul mul -1 y log 5,-5*5^(c/x),mul -5 pow 5 div c x
74,1365480,2*x*y^2 - 10*y^2 + y' = 0,add add mul -10 pow y 2 mul mul 2 x pow y 2 y',1/(c + x*(x - 10)),pow add c mul x add -10 x -1
75,116794223,625*x^5*y' - 4 = 0,add -4 mul mul 625 pow x 5 y',c - 1/(625*x^4),add c mul div -1 625 pow x -4
76,3162956,25*x*y' - 25*y + 47 = 0,add add 47 mul -25 y mul mul 25 x y',c*x - x/5 + 47/25,add add div 47 25 mul div -1 5 x mul c x
77,1910255,125*x^2*y' - 1 = 0,add -1 mul mul 125 pow x 2 y',c - 1/(125*x),add c div div -1 125 x
78,720831311,x*y' + 2*y + 6 = 0,add add 6 mul 2 y mul x y',-3 - 2/(c*x + x)^2,add -3 mul -2 pow add x mul c x -2
79,623558653,x^2*sign(x) + x*y' - y = 0,add add mul -1 y mul x y' mul pow x 2,x*(c - Abs(x)),mul x sub c
80,7855584,2*x - 3*y' - 3 = 0,add add -3 mul -3 y' mul 2 x,c + x^2/3 - x,add sub c x mul div 1 3 pow x 2
81,3687270,-x^2*y*ln(5) + 2*x^2*y' - 2*y*Abs(x)*sign(x) = 0,add add mul mul 2 pow x 2 y' mul mul mul -1 pow x 2 y log 5 mul mul mul -2 y,5^(x/2)*c*Abs(x),mul mul c pow 5 mul div 1 2 x
82,7579063,-y^2 + 8*y' = 0,add mul -1 pow y 2 mul 8 y',8/(c - x),div 8 sub c x
83,9188517,4*y*sin(4*x) + cos(4*x)^2 + cos(4*x)*y' = 0,add add pow cos mul 4 x 2 mul y' cos mul 4 x mul mul 4 y sin mul 4 x,(c - x)*cos(4*x),mul sub c x cos mul 4 x
84,8616828,y*y' + 4 = 0,add 4 mul y' y,sqrt(c - 8*x),sqrt add c mul -8 x
85,5024890,cos(x) + y' + 1 = 0,add add 1 y' cos x,c - x - sin(x),sub sub c x sin x
86,71502461,y*ln(2) + 3*y' = 0,add mul 3 y' mul y log 2,-2^(c - x/3),mul -1 pow 2 add c mul div -1 3 x
87,3427904,x^2*y' - 4*e^(4)*e^(-4/x) = 0,add mul pow x 2 y' mul mul -4 exp 4 exp div -4 x,c + e^(4 - 4/x),add c exp add 4 div -4 x
88,900536,x*y' - y + sin(5) = 0,add add mul -1 y mul x y' sin 5,x*(c + sin(5)/x) + x,add x mul x add c mul pow x -1 sin 5
89,5704544,x^2 - x + y + e^(x) - y' - 1 = 0,add add sub sub add -1 pow x 2 x y' exp x y,x*(-x + (-x + (c + x)*e^(x))/x),mul x add mul -1 x mul pow x -1 add mul -1 x mul add c x exp x
90,2188980,x*y' + x - 2*y - 2 = 0,add add add -2 x mul -2 y mul x y',c*x^2 - x^2 + x - 1,add sub add -1 x pow x 2 mul c pow x 2
91,7436470,6*4^x*x*ln(4) + 6*4^x + y' - 6 = 0,add add add -6 mul 6 pow 4 x mul mul mul 6 x pow 4 x log 4 y',-6*4^x*x + c + 6*x,add add c mul 6 x mul mul -6 x pow 4 x
92,492277,x^2 + 3*x*y' - 3*y = 0,add add pow x 2 mul -3 y mul mul 3 x y',-x*(c + x)/3,mul mul div -1 3 x add c x
93,8980155,x*y' - 2*x - 2*x^cos(10)*cos(10) = 0,add add mul -2 x mul x y' mul mul -2 pow x cos 10 cos 10,c + 2*x + 2*x^cos(10),add add c mul 2 x mul 2 pow x cos 10
94,9900826,12*E*x^2*e^(-y/x) - x*y' + y = 0,add add mul mul -1 x y' mul mul mul 12 pow x 2 exp mul div -1 x y y,x*ln(c + 12*x) + x,add x mul x log add c mul 12 x
95,2643160,x*y' - 3*y = 0,add mul -3 y mul x y',c*x^3,mul c pow x 3
96,11508487,8*x^3 + y' = 0,add mul 8 pow x 3 y',c - 2*x^4,add c mul -2 pow x 4
97,5888829,-(-x)^x*(ln(-x) + 1) + y' = 0,add mul mul -1 pow mul -1 x x add 1 log mul -1 x y',c + (-x)^x,add c pow mul -1 x x
98,2213226,2*5^(x^2)*x*y^2*ln(5) - y^2 + y' = 0,add add mul -1 pow y 2 mul mul mul mul 2 x pow 5 pow x 2 pow y 2 log 5 y',1/(5^(x^2) + c - x),pow sub add c pow 5 pow x 2 x -1
99,7473331,2*x^2*cos(x^2) - x*y' + y - sin(x^2) = 0,add add add mul -1 sin pow x 2 mul mul -1 x y' mul mul 2 pow x 2 cos pow x 2 y,c*x + sin(x^2),add mul c x sin pow x 2
100,5932426,x^5 - x*y' + y - 4 = 0,add add add -4 pow x 5 mul mul -1 x y' y,c*x + x^5/4 + 4,add add 4 mul div 1 4 pow x 5 mul c x
101,8150527,12*x^2 + x*y' - y = 0,add add mul -1 y mul 12 pow x 2 mul x y',-3*x*(c + 4*x),mul mul -3 x add c mul 4 x
102,9486466,x + 2*y' + 2 = 0,add add 2 x mul 2 y',c - x^2/4 - x,add sub c x mul div -1 4 pow x 2
103,1160101,x*y' - y + 5 = 0,add sub 5 y mul x y',c*x + 6*x/5 + 5,add add 5 mul div 6 5 x mul c x
104,1983755,2*x^2 + x*y' - y - 5 = 0,add add sub -5 y mul 2 pow x 2 mul x y',-x*(c + 2*x) + x - 5,add add -5 x mul mul -1 x add c mul 2 x
105,2987606,x^2 + x*y' - y - 2 = 0,add sub add -2 pow x 2 y mul x y',x*(c - x) - 2,add -2 mul x sub c x
106,7332514,-15*x^2 + y' = 0,add mul -15 pow x 2 y',c + 5*x^3,add c mul 5 pow x 3
107,938282622,(-x^x*(ln(x) + 1) + 1)*cos(x - x^x) + y' - 2 = 0,add add -2 mul add 1 mul mul -1 pow x x add 1 log x cos sub x pow x x y',c + 2*x - sin(x - x^x),add sub c sin sub x pow x x mul 2 x
108,1977248,x*y' + y + 8 = 0,add add 8 mul x y' y,c/x - 8,add -8 div c x
109,857781056,x^2 - 12*x*y' + 12*y = 0,add add pow x 2 mul 12 y mul mul -12 x y',x*(c + x/12),mul x add c mul div 1 12 x
110,370597188,7*x^2 + 3*x*y' - 3*y + 9 = 0,add add add 9 mul -3 y mul 7 pow x 2 mul mul 3 x y',x*(c - 7*x/3 + 3/x),mul x add add c div 3 x mul div -7 3 x
111,16990147,x^2 + x*y' - y - 12 = 0,add sub add -12 pow x 2 y mul x y',c*x - x^2 + 6*x - 12,add add sub -12 pow x 2 mul 6 x mul c x
112,3674752,x*y' - y + 5 = 0,add sub 5 y mul x y',c*x - 4*x + 5,add add 5 mul -4 x mul c x
113,6608270,4*x^5 - x*y' + y + 8 = 0,add add add 8 mul 4 pow x 5 mul mul -1 x y' y,c*x + x*(x^4 - 5) - 8,add add -8 mul c x mul x add -5 pow x 4
114,175007715,y*ln(2) + y' = 0,add mul y log 2 y',(1/2)^(c + x),pow div 1 2 add c x
115,995204370,4*x*y' - 15*y = 0,add mul -15 y mul mul 4 x y',(c/x)^(-15/4),pow div c x div -15 4
116,572404491,x^2*sin(3) + x*y' - y = 0,add add mul -1 y mul x y' mul pow x 2 sin 3,x*(c - x*sin(3)),mul x add c mul mul -1 x sin 3
117,291903151,x*y' + y - cos(2) = 0,add add mul -1 cos 2 mul x y' y,c/x + cos(2),add div c x cos 2
118,496412122,-sin(3)*y' + 1 = 0,add 1 mul mul -1 y' sin 3,-(c - x)/sin(3),mul div -1 sin 3 sub c x
119,9934716,3^x*y*ln(3) - 3*3^x*ln(3) - y' = 0,add add mul -1 y' mul mul -3 pow 3 x log 3 mul mul pow 3 x y log 3,e^(3^x + c) + 3,add 3 exp add c pow 3 x
120,2555609,5*x*y' - 10*y*ln(5*y + 4) + 10*y*ln(5) - 8*ln(5*y + 4) + 8*ln(5) = 0,add add add add mul -8 log add 4 mul 5 y mul 8 log 5 mul mul -10 y log add 4 mul 5 y mul mul 5 x y' mul mul 10 y log 5,3^(c*x^2) - 4/5,add div -4 5 pow 3 mul c pow x 2
121,6884392,4*x^2*y' + 1 = 0,add 1 mul mul 4 pow x 2 y',(c*x + 1/4)/x,mul pow x -1 add div 1 4 mul c x
122,5397894,12*x^2 + x*y' - y = 0,add add mul -1 y mul 12 pow x 2 mul x y',x*(c - 12*x),mul x add c mul -12 x
123,951322330,4*x^2 + x*e^(y)*y' - e^(y) = 0,add add mul -1 exp y mul 4 pow x 2 mul mul x y' exp y,ln(4*x*(c - x) + x),log add x mul mul 4 x sub c x
124,3350791,x*y' - y*ln(y) + 60*y = 0,add add mul 60 y mul x y' mul mul -1 y log y,e^(c*x + 60),exp add 60 mul c x
125,3087982,4*x^2 + 4*x*y' - 4*y - 39 = 0,add add add -39 mul -4 y mul 4 pow x 2 mul mul 4 x y',-x*(c + x) - 39/4,add div -39 4 mul mul -1 x add c x
126,1619532,2*x + y' - 2 = 0,add add -2 mul 2 x y',c + x*(1 - x) + x,add add c x mul x sub 1 x
127,9697046,x^x*(ln(x) + 1) + y' + 1 = 0,add add 1 mul pow x x add 1 log x y',c - x - x^x,sub sub c x pow x x
128,1472945,x*y' + y = 0,add mul x y' y,-5/(c*x + x),div -5 add x mul c x
129,293903244,x*ln(-x)*y' + x*ln(5)*y' + y = 0,add add mul mul x y' log 5 mul mul x y' log mul -1 x y,c/ln(-5*x),div c log mul -5 x
130,6419870,3*x*y' + 3*y - 16*y' = 0,add add mul -16 y' mul 3 y mul mul 3 x y',c/(3*x/4 - 4),div c add -4 mul div 3 4 x
131,418516759,x*ln(-1 + y/x - 2/x) + x*y' - y*ln(-1 + y/x - 2/x) - y + 2*ln(-1 + y/x - 2/x) + 2 = 0,add add add add sub 2 y mul 2 log add add -1 div -2 x mul pow x -1 y mul x y' mul x log add add -1 div -2 x mul pow x -1 y mul mul -1 y log add add -1 div -2 x mul pow x -1 y,5^(c*x)*x + x + 2,add add 2 x mul x pow 5 mul c x
132,734942666,x*y' + y + 482 = 0,add add 482 mul x y' y,c/x - 482,add -482 div c x
133,854108367,5*x*y' - 5*y - 12 = 0,add add -12 mul -5 y mul mul 5 x y',c*x + x/5 - 12/5,add add div -12 5 mul div 1 5 x mul c x
134,3814077,8*x*y' - 8*y - sin(4) = 0,add add mul -1 sin 4 mul -8 y mul mul 8 x y',c*x - x - sin(4)/8,add add mul -1 x mul div -1 8 sin 4 mul c x
135,516526,x^2*y' + 16 = 0,add 16 mul pow x 2 y',c + 16/x,add c div 16 x
136,673131996,x*y' - y = 0,add mul -1 y mul x y',x/(x/(c*x + x) + 2),div x add 2 div x add x mul c x
137,8326623,6*x + y' - 3 = 0,add add -3 mul 6 x y',c - 3*x^2 + 3*x,add add c mul -3 pow x 2 mul 3 x
138,5434461,-3*y*ln(5) + y' = 0,add mul mul -3 y log 5 y',5^(c + 3*x)/5,mul div 1 5 pow 5 add c mul 3 x
139,2413960,x*y' + 4*x - 3*y - 12 = 0,add add add -12 mul -3 y mul 4 x mul x y',x*(c*x^2 + 2) - 4,add -4 mul x add 2 mul c pow x 2
140,6844964,y^2 + 23*y' = 0,add pow y 2 mul 23 y',23/(c + x),div 23 add c x
141,6503671,3*x^2 + y' + 3 = 0,add add 3 mul 3 pow x 2 y',c - x^3 - 3*x,add sub c pow x 3 mul -3 x
142,1977077,x*y' - 2*y - 2 = 0,add add -2 mul -2 y mul x y',x*(c*x + x) - 1,add -1 mul x add x mul c x
143,426666896,x*y' + 14*y = 0,add mul 14 y mul x y',c/x^14,mul c pow x -14
144,7957920,x*y' - y + 25 = 0,add sub 25 y mul x y',c*x + 25,add 25 mul c x
145,8232498,x^2*y' + 2*y + 6 = 0,add add 6 mul 2 y mul pow x 2 y',c*e^(2/x) - 3,add -3 mul c exp div 2 x
146,933546732,x*y' + 4*x - 2*y = 0,add add mul -2 y mul 4 x mul x y',4*x*(c*x + 1),mul mul 4 x add 1 mul c x
147,2289331,2*x + y' - 3 = 0,add add -3 mul 2 x y',c + x*(3 - x),add c mul x sub 3 x
148,8681442,x*y' + y = 0,add mul x y' y,3/(5*(c*x + x)),div div 3 5 add x mul c x
149,293983946,-120*x^9 + y' = 0,add mul -120 pow x 9 y',c + 12*x^10,add c mul 12 pow x 10
150,6932162,-3*y^2 + 5*y' = 0,add mul -3 pow y 2 mul 5 y',5/(c - 3*x),div 5 add c mul -3 x
151,9182226,x*y' - 3*y = 0,add mul -3 y mul x y',3*x^2*(c*x + 2*x)/7,mul mul div 3 7 pow x 2 add mul 2 x mul c x
152,9474188,x*y' - 10*x - 2*y - 6 = 0,add add add -6 mul -10 x mul -2 y mul x y',x^2*(c - 10/x) - 3,add -3 mul pow x 2 add c div -10 x
153,1427204,y' + 255 = 0,add 255 y',c - 255*x,add c mul -255 x
154,4738550,3*(x + cos(1/3))^2 + y' - 6 = 0,add add -6 mul 3 pow add x cos div 1 3 2 y',c + 6*x - (x + cos(1/3))^3,add sub c pow add x cos div 1 3 3 mul 6 x
155,2163699,-2*cos(2*x + 5) + y' = 0,add mul -2 cos add 5 mul 2 x y',c + sin(2*x + 5),add c sin add 5 mul 2 x
156,527452274,6*x + y' + 6 = 0,add add 6 mul 6 x y',c - 3*x^2 - 6*x,add add c mul -6 x mul -3 pow x 2
157,964317535,x*y' + y = 0,add mul x y' y,c/x - 6/(25*x),add div div -6 25 x div c x
158,656995594,x*ln(3) - y*ln(3) + y' - 1 - ln(3)*cos(3) = 0,add add add add -1 mul x log 3 mul mul -1 cos 3 log 3 mul mul -1 y log 3 y',3^x*c + x - cos(3),add sub x cos 3 mul c pow 3 x
159,4158078,2*x + y' - 2 = 0,add add -2 mul 2 x y',c - x*(x - 4) - 2*x,add add c mul -2 x mul mul -1 x add -4 x
160,7080478,2*x*y' + 2*y - 3*y' = 0,add add mul -3 y' mul 2 y mul mul 2 x y',c/(15 - 10*x),div c add 15 mul -10 x
161,452393488,x*y' + 2*y*ln(-y) - 2*y*ln(5) = 0,add add mul x y' mul mul -2 y log 5 mul mul 2 y log mul -1 y,-5*e^(c/x^2),mul -5 exp mul c pow x -2
162,9566252,2*x + (5*x)^x*(ln(5*x) + 1) + y' - 2 = 0,add add add -2 mul 2 x mul pow mul 5 x x add 1 log mul 5 x y',c - x^2 + 2*x - (5*x)^x,add sub sub c pow x 2 pow mul 5 x x mul 2 x
163,6807364,-3*(x - 2)^2 + y' = 0,add mul -3 pow add -2 x 2 y',c + (x - 2)^3,add c pow add -2 x 3
164,450102492,10*x + 5*y' - 2 = 0,add add -2 mul 5 y' mul 10 x,c - x^2 + 2*x/5,add sub c pow x 2 mul div 2 5 x
165,2471973,x*y*sin(x) + 2*x*sin(x) + x*cos(x)*y' - y*cos(x) - 2*cos(x) = 0,add add add add mul -2 cos x mul mul -1 cos x y mul mul 2 x sin x mul mul x y' cos x mul mul x y sin x,c*x*cos(x) - 2,add -2 mul mul c x cos x
166,2987156,x^2*ln(2) - x*y*ln(2) + x*y' - y = 0,add add add mul -1 y mul x y' mul pow x 2 log 2 mul mul mul -1 x y log 2,-2^(c + x)*x + x,add x mul mul -1 x pow 2 add c x
167,6614821,y' - 1 + ln(3) = 0,add add -1 y' log 3,c - x*ln(3) + x,add add c x mul mul -1 x log 3
168,3713951,4*y^2 + 27*y' = 0,add mul 4 pow y 2 mul 27 y',9/(c + 4*x/3),div 9 add c mul div 4 3 x
169,4506461,-y*ln(2) + y' + 5*ln(2) = 0,add add mul 5 log 2 mul mul -1 y log 2 y',2^(c + x) + 5,add 5 pow 2 add c x
170,896179025,x*y' - 3*x - 2*y = 0,add add mul -3 x mul -2 y mul x y',c*x^2 - 3*x,add mul -3 x mul c pow x 2
171,958332358,-10*x^9 + y' - 1 = 0,add add -1 mul -10 pow x 9 y',c + x^10 + x,add add c x pow x 10
172,6424657,x*y' - y = 0,add mul -1 y mul x y',c*x + x/15,add mul div 1 15 x mul c x
